CareerAgeZero,pubs_adj,ix,pubs_adj_next,q_adj_delta
12,3.095941643369846,7,6.5757551762350825,3.4798135328652364
13,6.5757551762350825,7,3.1904622203607387,-3.385292955874344
14,3.1904622203607387,7,4.731944227694347,1.5414820073336086
15,4.731944227694347,7,3.8510970253098376,-0.8808472023845098
16,3.8510970253098376,7,4.741431823190231,0.8903347978803935
17,4.741431823190231,7,10.598581231634064,5.857149408443833
18,10.598581231634064,7,13.611342566248396,3.012761334614332
19,13.611342566248396,7,9.2288000647571,-4.3825425014912955
0,3.604942989828676,8,3.1880774906396914,-0.4168654991889844
1,3.1880774906396914,8,0.18723392443817355,-3.000843566201518
2,0.18723392443817355,8,5.243981993718597,5.056748069280424
3,5.243981993718597,8,7.838188398629194,2.5942064049105973
4,7.838188398629194,8,26.958375693334933,19.120187294705737
5,26.958375693334933,8,17.472302353352262,-9.48607333998267
6,17.472302353352262,8,9.675366293269315,-7.796936060082947
7,9.675366293269315,8,8.71999804396804,-0.9553682493012747
8,8.71999804396804,8,1.9155961699391186,-6.804401874028922
9,1.9155961699391186,8,0.010058369409065682,-1.905537800530053
10,0.010058369409065682,8,4.087738128905852,4.077679759496786
11,4.087738128905852,8,2.7207431450097936,-1.3669949838960584
12,2.7207431450097936,8,25.02364440301737,22.302901258007577
13,25.02364440301737,8,17.492553782913628,-7.531090620103743
14,17.492553782913628,8,8.176050065611822,-9.316503717301806
15,8.176050065611822,8,2.690509529780186,-5.485540535831635
16,2.690509529780186,8,7.522216855194273,4.8317073254140865
17,7.522216855194273,8,14.417712540222322,6.895495685028049
18,14.417712540222322,8,5.5902003171459205,-8.8275122230764
19,5.5902003171459205,8,3.451376954673794,-2.1388233624721265
0,1.1609245091866414,9,7.368808308074934,6.207883798888293
1,7.368808308074934,9,6.311832118800098,-1.0569761892748364
2,6.311832118800098,9,1.6149918523910891,-4.6968402664090085
3,1.6149918523910891,9,3.299379544810547,1.6843876924194578
4,3.299379544810547,9,7.362312790720629,4.062933245910082
5,7.362312790720629,9,12.033985253734246,4.671672463013617
6,12.033985253734246,9,9.567164976282802,-2.4668202774514434
7,9.567164976282802,9,8.012269597695827,-1.5548953785869752
8,8.012269597695827,9,5.885856696275955,-2.1264129014198723
9,5.885856696275955,9,0.9629567705111222,-4.922899925764833
10,0.9629567705111222,9,6.392838993816389,5.429882223305267
11,6.392838993816389,9,3.089480986500885,-3.3033580073155044
12,3.089480986500885,9,2.272777659330419,-0.8167033271704658
13,2.272777659330419,9,4.143506504921744,1.8707288455913247
14,4.143506504921744,9,3.0022247651607503,-1.1412817397609936
15,3.0022247651607503,9,1.6017583939788322,-1.400466371181918
16,1.6017583939788322,9,1.755417065917733,0.15365867193890081
17,1.755417065917733,9,6.827836868947239,5.072419803029506
18,6.827836868947239,9,18.480176278608972,11.652339409661733
19,18.480176278608972,9,13.70330370736565,-4.776872571243322
0,0.4240798274570022,10,0.6326472188226855,0.2085673913656833
1,0.6326472188226855,10,4.659561831124009,4.026914612301323
2,4.659561831124009,10,23.470766679041084,18.811204847917075
3,23.470766679041084,10,16.531184174415827,-6.939582504625257
4,16.531184174415827,10,13.010303478359306,-3.520880696056521
5,13.010303478359306,10,18.70571033644958,5.695406858090275
6,18.70571033644958,10,15.420585820708833,-3.2851245157407476
7,15.420585820708833,10,18.26990425715433,2.849318436445497
8,18.26990425715433,10,12.86615161756805,-5.40375263958628
9,12.86615161756805,10,13.985911025398934,1.119759407830884
10,13.985911025398934,10,9.460031607061069,-4.5258794183378654
11,9.460031607061069,10,7.1818200593164745,-2.2782115477445943
12,7.1818200593164745,10,2.02750871348682,-5.154311345829655
13,2.02750871348682,10,5.761008779393987,3.733500065907167
14,5.761008779393987,10,5.47207276508265,-0.28893601431133664
15,5.47207276508265,10,0.8796698272573771,-4.592402937825273
16,0.8796698272573771,10,0.5235474369032992,-0.3561223903540779
17,0.5235474369032992,10,0.4852014234658843,-0.038346013437414894
18,0.4852014234658843,10,0.9165792219402396,0.43137779847435526
19,0.9165792219402396,10,2.124622357391778,1.2080431354515384
0,2.727503569497531,11,1.7307671058896137,-0.9967364636079172
1,1.7307671058896137,11,1.5401574773229267,-0.19060962856668695
2,1.5401574773229267,11,11.121340622651205,9.581183145328279
3,11.121340622651205,11,3.6536161657621005,-7.467724456889105
4,3.6536161657621005,11,3.91553839409809,0.26192222833598944
5,3.91553839409809,11,0.680739146109393,-3.234799247988697
6,0.680739146109393,11,3.62421461731288,2.943475471203487
7,3.62421461731288,11,14.048506890344578,10.424292273031698
8,14.048506890344578,11,8.777671982642074,-5.270834907702504
9,8.777671982642074,11,5.4417315439721845,-3.3359404386698897
10,5.4417315439721845,11,3.6075042863746494,-1.8342272575975351
11,3.6075042863746494,11,3.460187855316606,-0.14731643105804348
12,3.460187855316606,11,6.795501071064141,3.335313215747535
13,6.795501071064141,11,6.079581766402657,-0.715919304661484
14,6.079581766402657,11,3.873614480333303,-2.205967286069354
15,3.873614480333303,11,2.2887348764026454,-1.5848796039306574
16,2.2887348764026454,11,5.776637746201095,3.4879028697984493
17,5.776637746201095,11,9.088525590750777,3.311887844549682
18,9.088525590750777,11,12.313669126657159,3.2251435359063816
19,12.313669126657159,11,9.392665338429858,-2.921003788227301
0,6.734359678732627,12,11.758262368107285,5.023902689374658
1,11.758262368107285,12,22.125512517772556,10.36725014966527
2,22.125512517772556,12,17.990460222206135,-4.135052295566421
3,17.990460222206135,12,15.975228794101202,-2.015231428104933
4,15.975228794101202,12,4.802290448146873,-11.172938345954329
5,4.802290448146873,12,0.8743337664205413,-3.9279566817263314
6,0.8743337664205413,12,10.712431721326157,9.838097954905615
7,10.712431721326157,12,1.046173529252746,-9.66625819207341
8,1.046173529252746,12,2.263214178372233,1.217040649119487
9,2.263214178372233,12,3.570381782032313,1.30716760366008
10,3.570381782032313,12,2.934007101155818,-0.6363746808764947
11,2.934007101155818,12,1.595760336932908,-1.3382467642229101
12,1.595760336932908,12,6.45454231536884,4.858781978435932
13,6.45454231536884,12,4.354322269201166,-2.1002200461676743
14,4.354322269201166,12,3.8523337169606435,-0.5019885522405225
15,3.8523337169606435,12,1.687757675568354,-2.1645760413922894
16,1.687757675568354,12,0.31538463669796346,-1.3723730388703905
17,0.31538463669796346,12,5.279974636549766,4.964589999851802
18,5.279974636549766,12,7.124146547495212,1.8441719109454464
19,7.124146547495212,12,3.402968194122935,-3.7211783533722773
0,5.199061989473203,13,2.3021192636863486,-2.8969427257868547
1,2.3021192636863486,13,3.744064378245982,1.4419451145596334
2,3.744064378245982,13,1.5031792325952242,-2.2408851456507577
3,1.5031792325952242,13,2.238881349115907,0.7357021165206827
4,2.238881349115907,13,6.465398257740578,4.226516908624671
5,6.465398257740578,13,0.006600412253208177,-6.45879784548737
6,0.006600412253208177,13,16.636407710443322,16.629807298190116
7,16.636407710443322,13,9.332130268778267,-7.3042774416650555
8,9.332130268778267,13,8.29106654917372,-1.041063719604546
9,8.29106654917372,13,5.147849098313789,-3.1432174508599315
10,5.147849098313789,13,3.1331669609121544,-2.0146821374016346
11,3.1331669609121544,13,6.756390085063188,3.6232231241510338
12,6.756390085063188,13,7.472374618979967,0.715984533916779
13,7.472374618979967,13,4.992298798861128,-2.480075820118839
14,4.992298798861128,13,6.933367568268178,1.9410687694070496
15,6.933367568268178,13,3.3030758498925934,-3.6302917183755845
16,3.3030758498925934,13,1.5910019411670249,-1.7120739087255685
17,1.5910019411670249,13,1.5766240474418542,-0.01437789372517062
18,1.5766240474418542,13,0.32850071989757956,-1.2481233275442747
19,0.32850071989757956,13,26.851577738846405,26.523077018948825
0,8.989090648005348,14,10.399207347750124,1.4101166997447763
1,10.399207347750124,14,8.287602605793122,-2.1116047419570023
2,8.287602605793122,14,14.8643769820873,6.576774376294178
3,14.8643769820873,14,11.186924982234055,-3.677451999853245
4,11.186924982234055,14,7.982057268127085,-3.20486771410697
5,7.982057268127085,14,6.66357076993907,-1.3184864981880153
6,6.66357076993907,14,21.22418984517482,14.56061907523575
7,21.22418984517482,14,12.379357824570391,-8.844832020604429
8,12.379357824570391,14,13.235307198121612,0.8559493735512209
9,13.235307198121612,14,20.38759347878957,7.152286280667957
10,20.38759347878957,14,15.881964428102556,-4.505629050687013
11,15.881964428102556,14,9.692021317177055,-6.189943110925501
12,9.692021317177055,14,7.197003852315409,-2.495017464861646
13,7.197003852315409,14,4.491223041507297,-2.705780810808112
14,4.491223041507297,14,13.021966289286533,8.530743247779236
15,13.021966289286533,14,12.717788720263504,-0.30417756902302884
16,12.717788720263504,14,9.36614900602024,-3.351639714243264
17,9.36614900602024,14,2.6369438918971966,-6.729205114123044
18,2.6369438918971966,14,5.920866765725226,3.283922873828029
19,5.920866765725226,14,6.449711551123041,0.5288447853978155
0,2.7438817068049817,15,4.060594066643801,1.316712359838819
1,4.060594066643801,15,1.0280153648070427,-3.032578701836758
2,1.0280153648070427,15,3.6743037831494534,2.6462884183424107
3,3.6743037831494534,15,4.3784958812981305,0.7041920981486771
4,4.3784958812981305,15,7.121330182416502,2.7428343011183713
5,7.121330182416502,15,3.3672283471832323,-3.7541018352332696
6,3.3672283471832323,15,2.2113360737832157,-1.1558922734000165
7,2.2113360737832157,15,0.5298398035815601,-1.6814962702016556
8,0.5298398035815601,15,3.2605403054138806,2.7307005018323203
9,3.2605403054138806,15,2.3015516090263084,-0.9589886963875722
10,2.3015516090263084,15,2.32634114787312,0.024789538846811787
11,2.32634114787312,15,0.903527762240546,-1.4228133856325742
12,0.903527762240546,15,2.17599145436726,1.272463692126714
13,2.17599145436726,15,1.343308396186379,-0.8326830581808811
14,1.343308396186379,15,0.4862330532117204,-0.8570753429746586
15,0.4862330532117204,15,8.188965004314266,7.702731951102545
16,8.188965004314266,15,5.1340352591728315,-3.0549297451414343
17,5.1340352591728315,15,7.569852771317407,2.4358175121445758
18,7.569852771317407,15,7.818751475303904,0.24889870398649627
19,7.818751475303904,15,4.584927378170827,-3.233824097133077
0,3.8227218452686422,16,12.989343166764437,9.166621321495795
1,12.989343166764437,16,16.262239027751654,3.2728958609872176
2,16.262239027751654,16,5.540377430663263,-10.721861597088392
3,5.540377430663263,16,0.8927577278723784,-4.647619702790884
4,0.8927577278723784,16,0.46695875696072614,-0.42579897091165225
5,0.46695875696072614,16,2.012063988785651,1.545105231824925
6,2.012063988785651,16,4.236791649778718,2.224727660993067
7,4.236791649778718,16,6.8722264728566405,2.6354348230779223
8,6.8722264728566405,16,5.727023994078105,-1.1452024787785353
9,5.727023994078105,16,3.0960931971302412,-2.630930796947864
10,3.0960931971302412,16,4.252346680890692,1.1562534837604503
11,4.252346680890692,16,3.944525527513305,-0.30782115337738647
12,3.944525527513305,16,9.55406754656773,5.609542019054425
13,9.55406754656773,16,8.755278124627239,-0.7987894219404907
14,8.755278124627239,16,10.608217010492178,1.8529388858649387
15,10.608217010492178,16,8.295765288439094,-2.3124517220530834
16,8.295765288439094,16,11.852525189614221,3.556759901175127
17,11.852525189614221,16,7.897184291477005,-3.955340898137216
18,7.897184291477005,16,2.8203552464437545,-5.076829045033251
19,2.8203552464437545,16,7.797305793413733,4.976950546969978
0,0.023980070319858857,17,13.672132963726305,13.648152893406447
1,13.672132963726305,17,14.397863199577703,0.7257302358513975
2,14.397863199577703,17,13.807559954960167,-0.5903032446175356
3,13.807559954960167,17,11.852360059086429,-1.9551998958737382
4,11.852360059086429,17,12.033456160058433,0.18109610097200424
5,12.033456160058433,17,7.509982211210833,-4.523473948847601
6,7.509982211210833,17,7.615023424478469,0.10504121326763638
7,7.615023424478469,17,1.126203532615353,-6.488819891863116
8,1.126203532615353,17,2.791645173150553,1.6654416405352
9,2.791645173150553,17,3.8886552550960984,1.0970100819455455
10,3.8886552550960984,17,3.2420733068617875,-0.6465819482343109
11,3.2420733068617875,17,1.7282178795571927,-1.5138554273045948
12,1.7282178795571927,17,1.2070061034576227,-0.52121177609957
13,1.2070061034576227,17,4.283690404474245,3.0766843010166225
14,4.283690404474245,17,3.6273586688434465,-0.6563317356307987
15,3.6273586688434465,17,3.5700016076562755,-0.05735706118717099
16,3.5700016076562755,17,0.8641597399282404,-2.705841867728035
17,0.8641597399282404,17,6.012757861144063,5.148598121215823
18,6.012757861144063,17,8.620537022343784,2.607779161199721
19,8.620537022343784,17,18.802065037098565,10.18152801475478
0,9.416044344612502,18,6.009267868239295,-3.4067764763732065
1,6.009267868239295,18,2.4521767612300795,-3.5570911070092155
2,2.4521767612300795,18,1.1532481586286183,-1.2989286026014613
3,1.1532481586286183,18,0.6953225781925818,-0.4579255804360365
4,0.6953225781925818,18,4.11749005179623,3.422167473603648
5,4.11749005179623,18,2.5274749103512737,-1.590015141444956
6,2.5274749103512737,18,0.3579074486349725,-2.1695674617163014
7,0.3579074486349725,18,0.36336382889763597,0.005456380262663485
8,0.36336382889763597,18,0.17236251223495858,-0.1910013166626774
9,0.17236251223495858,18,1.784607645600982,1.6122451333660235
10,1.784607645600982,18,2.2524306591126146,0.4678230135116326
11,2.2524306591126146,18,0.80070557370007,-1.4517250854125447
12,0.80070557370007,18,0.9848990882585571,0.1841935145584871
13,0.9848990882585571,18,5.274914720650401,4.290015632391843
14,5.274914720650401,18,1.8677288443676328,-3.407185876282768
15,1.8677288443676328,18,2.790193964752646,0.9224651203850134
16,2.790193964752646,18,17.531872770427434,14.741678805674788
17,17.531872770427434,18,9.82072743276388,-7.711145337663554
18,9.82072743276388,18,7.1529483420604265,-2.667779090703453
19,7.1529483420604265,18,6.257169096345786,-0.8957792457146407
0,3.912523522718214,19,2.365613046339032,-1.5469104763791819
1,2.365613046339032,19,3.2847865062857204,0.9191734599466885
2,3.2847865062857204,19,9.012624343919315,5.7278378376335946
3,9.012624343919315,19,10.616454610925494,1.6038302670061793
4,10.616454610925494,19,12.780345654761796,2.1638910438363013
5,12.780345654761796,19,6.634910019478601,-6.145435635283195
6,6.634910019478601,19,6.204219869136404,-0.4306901503421967
7,6.204219869136404,19,8.707191901366336,2.5029720322299323
8,8.707191901366336,19,5.315053482580586,-3.39213841878575
9,5.315053482580586,19,0.7851151393481612,-4.529938343232425
10,0.7851151393481612,19,1.8123861186819883,1.027270979333827
11,1.8123861186819883,19,6.277197183697774,4.464811065015786
12,6.277197183697774,19,5.4460442981239305,-0.831152885573843
13,5.4460442981239305,19,0.692830782760586,-4.753213515363345
14,0.692830782760586,19,2.6497440027154564,1.9569132199548704
15,2.6497440027154564,19,6.185026153950042,3.5352821512345853
16,6.185026153950042,19,5.843569888912045,-0.34145626503799686
17,5.843569888912045,19,9.037462826345052,3.1938929374330076
18,9.037462826345052,19,6.745457075359113,-2.2920057509859397
19,6.745457075359113,19,1.86347937478752,-4.881977700571593
0,13.17654834111987,20,6.445870162334965,-6.730678178784905
1,6.445870162334965,20,5.3025733899060645,-1.1432967724289007
2,5.3025733899060645,20,1.0962290231314258,-4.206344366774639
3,1.0962290231314258,20,3.807731386368742,2.711502363237316
4,3.807731386368742,20,1.212175674994579,-2.595555711374163
5,1.212175674994579,20,0.47862535434224385,-0.733550320652335
6,0.47862535434224385,20,1.6986628340406227,1.2200374796983788
7,1.6986628340406227,20,0.9840646917021985,-0.7145981423384242
8,0.9840646917021985,20,3.6478640755374316,2.663799383835233
9,3.6478640755374316,20,2.0627451463813475,-1.585118929156084
10,2.0627451463813475,20,4.868859107192819,2.806113960811471
11,4.868859107192819,20,5.050608863907783,0.1817497567149644
12,5.050608863907783,20,1.3425945781837116,-3.7080142857240714
13,1.3425945781837116,20,10.514663412122118,9.172068833938408
14,10.514663412122118,20,13.569013180079171,3.054349767957053
15,13.569013180079171,20,5.692407385029298,-7.876605795049873
16,5.692407385029298,20,3.373167081544071,-2.3192403034852274
17,3.373167081544071,20,0.07201821250615259,-3.3011488690379185
18,0.07201821250615259,20,0.11513113478748875,0.04311292228133616
19,0.11513113478748875,20,2.147210486435879,2.0320793516483904
0,10.087484563889674,21,4.054623587947622,-6.032860975942053
1,4.054623587947622,21,1.5017598058456325,-2.552863782101989
2,1.5017598058456325,21,0.018084662335570156,-1.4836751435100624
3,0.018084662335570156,21,0.8758374991615852,0.857752836826015
4,0.8758374991615852,21,4.874241436089472,3.9984039369278865
5,4.874241436089472,21,1.3351554756097812,-3.5390859604796905
6,1.3351554756097812,21,5.825472420712824,4.490316945103043
7,5.825472420712824,21,6.619848680278338,0.7943762595655137
8,6.619848680278338,21,11.41678047835468,4.796931798076342
9,11.41678047835468,21,7.81134017046978,-3.6054403078848996
10,7.81134017046978,21,5.04739550660561,-2.7639446638641703
11,5.04739550660561,21,6.000033246095178,0.9526377394895684
12,6.000033246095178,21,6.661964179427811,0.6619309333326324
13,6.661964179427811,21,4.499156922236633,-2.1628072571911776
14,4.499156922236633,21,4.276682818652119,-0.22247410358451436
15,4.276682818652119,21,3.5129884976460843,-0.7636943210060343
16,3.5129884976460843,21,2.621168064721122,-0.8918204329249622
17,2.621168064721122,21,2.810425271205471,0.18925720648434874
18,2.810425271205471,21,1.9998141333328034,-0.8106111378726675
19,1.9998141333328034,21,1.54520658351075,-0.4546075498220534
0,5.195709041479936,22,16.046114511585827,10.85040547010589
1,16.046114511585827,22,14.71829056695793,-1.327823944627898
2,14.71829056695793,22,9.10564763047854,-5.612642936479389
3,9.10564763047854,22,5.668898673345813,-3.4367489571327265
4,5.668898673345813,22,3.5224763724643346,-2.1464223008814787
5,3.5224763724643346,22,0.5769231497065719,-2.9455532227577628
6,0.5769231497065719,22,1.133688603799308,0.556765454092736
7,1.133688603799308,22,8.381414828217018,7.24772622441771
8,8.381414828217018,22,3.2867293853261965,-5.094685442890821
9,3.2867293853261965,22,9.453039182502039,6.166309797175842
10,9.453039182502039,22,6.49146372198218,-2.9615754605198585
11,6.49146372198218,22,3.245889562054473,-3.245574159927707
12,3.245889562054473,22,6.29285948821742,3.046969926162947
13,6.29285948821742,22,3.759787381640682,-2.5330721065767383
14,3.759787381640682,22,5.008779198171655,1.2489918165309728
15,5.008779198171655,22,7.234388233411733,2.225609035240078
16,7.234388233411733,22,0.9988934541293011,-6.235494779282432
17,0.9988934541293011,22,8.244293829999455,7.245400375870154
18,8.244293829999455,22,7.748098704355505,-0.49619512564394963
19,7.748098704355505,22,5.013442510495218,-2.734656193860287
0,10.027682917453221,23,8.872197246662406,-1.1554856707908154
1,8.872197246662406,23,8.796719399621956,-0.07547784704044957
2,8.796719399621956,23,9.314725794793915,0.5180063951719589
3,9.314725794793915,23,5.548482622135022,-3.7662431726588936
4,5.548482622135022,23,4.685013656566917,-0.8634689655681047
5,4.685013656566917,23,6.691945773103967,2.00693211653705
6,6.691945773103967,23,1.1066289602864212,-5.585316812817545
7,1.1066289602864212,23,1.7325076266799262,0.625878666393505
8,1.7325076266799262,23,2.6729751025140915,0.9404674758341653
