dblp_id,n_pos_years,mean_centered_log_q,shrinkage,scholar_effect
Aloimonos:Yiannis1987.0,21,0.5653596631302081,0.9548912283837575,0.6407083014656572
Alterovitz:Ron2006.0,8,0.15329294799529425,0.8896763887089733,0.23723243464763116
Altman:Tom1984.0,7,-0.8566064826222488,0.87587219111565,-0.6494264785975937
Alves=Foss:Jim1991.0,17,-0.1701787000911026,0.9448626184858742,-0.05994417391797614
Alvisi:Lorenzo1996.0,21,-0.07754670210836115,0.9548912283837575,0.026802652627263043
Amanatides:John1989.0,5,-0.6396369828696942,0.8344412457257825,-0.4328881625374432
Amarasinghe:Saman_P=1997.0,20,-0.029509439009571314,0.9527423764702917,0.07273642521034124
Amato:Nancy_M=1995.0,21,0.6557774504947238,0.9548912283837575,0.7270474535099009
Amenta:Nina1994.0,19,-0.33001784483345525,0.95037855373854,-0.21279056382010375
Amer:Ahmednan,14,-0.24265744811061923,0.933829282468052,-0.1257493123940428
Amer:Paul_D=1979.0,14,-0.14087131701738762,0.933829282468052,-0.030698442630051212
Amir:Eyal2001.0,13,-0.20303114845615824,0.9291001116184515,-0.08778494443201369
Ammann:Paul1988.0,21,0.013440022140331359,0.9548912283837575,0.11368507751171125
Ammar:Mostafa_H=1985.0,21,0.830591783344107,0.9548912283837575,0.8939761265435354
Amyot:Daniel2001.0,15,0.431907399423387,0.9379670124838757,0.5059662113674597
Anand:Christopher_Kumar1994.0,8,-1.0941518443298612,0.8896763887089733,-0.8725897433020283
Andersen:David_G=2005.0,12,0.10953057665887239,0.9236429298989315,0.20201846099934576
Anderson:Charles_W=1986.0,12,-0.9345144008066315,0.9236429298989315,-0.7623063009331562
Anderson:John_Ericnan,3,-1.4410851763823092,0.7514966766417657,-0.9821194025483927
Anderson:John_R=1972.0,11,0.46463776152944725,0.9172756136865439,0.5270522061094911
Anderson:Kenneth_M=1997.0,18,-0.28981936015575427,0.9477658031901262,-0.17382956039744157
Anderson:Richard_J=1985.0,19,-0.04872557183992103,0.95037855373854,0.05454357976531786
Anderson:Tom1991.0,15,-0.7408828651918268,0.9379670124838757,-0.5940723694038464
Andresen:Daniel1997.0,15,-0.3022600715085796,0.9379670124838757,-0.18265865800543973
Andrews:Anneliese_Amschler1979.0,18,0.6357752576480006,0.9477658031901262,0.703417365973792
Andrews:David_L=1992.0,14,-0.4423448060902203,0.933829282468052,-0.3122232146140747
Andrews:Gregory_R=1974.0,14,0.09790194085363421,0.933829282468052,0.19227501744020425
Angel:Edward1968.0,3,0.0243977561264207,0.7514966766417657,0.11918615090714677
Anshelevich:Elliot2005.0,11,-0.12492871076275852,0.9172756136865439,-0.013742741571352718
Ant=oacute=n:Annie_I=1997.0,19,-0.11695883143961233,0.95037855373854,-0.010303846809903108
Antonio:John_K=1989.0,18,-0.38761051296662147,0.9477658031901262,-0.26651267088612146
Antsaklis:Panos_J=1977.0,9,-0.053312276959255,0.9007175456410074,0.05283201500535154
Anyanwu:Kemafor2007.0,10,-0.4764204596927094,0.9097497645890994,-0.3325720827902476
Appavoo:Jonathan2005.0,8,-1.3394704394666694,0.8896763887089733,-1.0908439051065024
Appel:Andrew_W=1985.0,20,0.14082805350070332,0.9527423764702917,0.23502417262657083
Ariola:Zena_M=1992.0,17,-0.744275689976577,0.9448626184858742,-0.6023869590460239
Arkin:Ronald_C=1987.0,21,0.2263954863329325,0.9548912283837575,0.3170343823056174
Arora:Anish1992.0,21,0.44341789097716255,0.9548912283837575,0.5242671728631432
Arora:Sanjeev1994.0,21,0.060645035469794904,0.9548912283837575,0.15876073067575433
Arpaci=Dusseau:Andrea_C=1998.0,16,0.44621631767826975,0.9416177225104666,0.5210165110598446
Arpaci=Dusseau:Remzi_H=1999.0,16,0.4618376767075781,0.9416177225104666,0.5357258595715402
Asato:Noriko1998.0,3,-1.4934859730678347,0.7514966766417657,-1.021498427110946
Ascher:Uri_M=1975.0,7,-0.3561509225961642,0.87587219111565,-0.21109137068153727
Aslam:Javed_A=1995.0,20,0.05368629211194641,0.9527423764702917,0.15200052379123943
Aspnes:James1992.0,20,0.21801151395620516,0.9527423764702917,0.3085601261651464
Astrachan:Owen_L=1992.0,20,-0.48827886416292143,0.9527423764702917,-0.3643526471621712
Athitsos:Vassilis2006.0,10,0.2618196643980374,0.9097497645890994,0.33904169631153686
Atkins:Daniel_E=1970.0,15,0.22439763105244406,0.9379670124838757,0.31132889386734525
Atkinson:Robert_K=1999.0,10,-0.6250980146099123,0.9097497645890994,-0.46783145337585585
Atlas:James2009.0,4,-1.13249656867683,0.8012766545372332,-0.8065917435636409
Atlee:Joanne_M=1992.0,18,-0.5905114416037622,0.9477658031901262,-0.45881523248392364
August:David_I=2000.0,16,-0.18325952699187265,0.9416177225104666,-0.07170910017380717
Avis:David1977.0,20,0.19060229678617638,0.9527423764702917,0.2824462034613829
Aydin:Hakan2001.0,15,-0.14248335478956278,0.9379670124838757,-0.03279336836002099
Azadmanesh:Azad_H=1993.0,12,-1.0802160914566719,0.9236429298989315,-0.8968826373763872
B=ouml=l=ouml=ni:Ladislau2000.0,14,0.07743699411078844,0.933829282468052,0.1731642509075857
Babu:Sabarish_V=2007.0,8,-0.25103507473424824,0.8896763887089733,-0.12248866046822786
Bacchus:Fahiem1988.0,21,0.14048447636517236,0.9548912283837575,0.23499871246581372
Back:Godmar2002.0,11,-0.9437406826387579,0.9172756136865439,-0.7648189955677992
Bader:David_A=1996.0,20,0.5067856546067266,0.9527423764702917,0.5836874871916905
Badler:Norman_I=1975.0,17,0.3751425912950698,0.9448626184858742,0.4553095293772611
Baecker:Ronald1969.0,9,0.15399521008774564,0.9007175456410074,0.2395575059313309
Baek:Kyungim2002.0,6,-1.4129214875336105,0.8581194434038536,-1.1116040821950612
Baggs:Rhoda1997.0,2,-1.2280610114018313,0.6684416863741822,-0.7200358551711986
Bailey:Brian_P=2002.0,14,0.07815487524318146,0.933829282468052,0.1738346293303456
Bailey:Michael_J=1979.0,8,-0.5392712046399711,0.8896763887089733,-0.3789255396182019
Bailey:Reynold_J=2007.0,10,-0.4338120201616194,0.9097497645890994,-0.29380906495732956
Bailey:Thomas_A=1978.0,8,-0.4841178724325874,0.8896763887089733,-0.32985692219467044
Bajaj:Chandrajit_L=1984.0,20,0.7876620363482449,0.9527423764702917,0.8512903186264815
Baker:Theodore_P=1974.0,16,0.20011037737878123,0.9416177225104666,0.2892787960587433
Bakos:Jason_D=2005.0,12,-0.8834951239139666,0.9236429298989315,-0.7151827065426902
Balakrishnan:Hari1998.0,19,0.7420747532777924,0.95037855373854,0.8061032490466575
Balakrishnan:Ravin2001.0,16,0.49063989585179874,0.9416177225104666,0.5628465395653686
Balch:Tucker_R=1998.0,15,-0.11893747192388503,0.9379670124838757,-0.010708106952205948
Balci:Osman1981.0,18,-0.11087733121132747,0.9477658031901262,-0.004234424610456089
Baljko:Melanie2004.0,9,-0.8581895513308565,0.9007175456410074,-0.672135068108861
Ballard:Dana_H=1974.0,17,0.40291536168456715,0.9448626184858742,0.4815509819300885
Baltrush:Michael_A=1976.0,1,-0.45570674516813603,0.5019995591135796,-0.12791326689886334
Banerjee:Arindam2005.0,12,0.4725406403537089,0.9236429298989315,0.5373101398132423
Banerjee:Nilanjan2008.0,8,0.3872081095033244,0.8896763887089733,0.44534123080237165
Banerjee:Suman2003.0,14,0.7825960879319968,0.933829282468052,0.8316624615164664
Bangalore:Purushotham2003.0,12,-0.5187729471476343,0.9236429298989315,-0.3783096465951192
Banic:Amy2008.0,7,-1.016637200136983,0.87587219111565,-0.7895929337930335
Banicescu:Ioana1996.0,18,-0.4182540913165812,0.9477658031901262,-0.29555560653359064
Bansal:Arvind_K=1988.0,14,-0.3974655639874201,0.933829282468052,-0.2703136641635068
Bar=Joseph:Ziv2003.0,14,-0.2331268833363031,0.933829282468052,-0.11684939192932785
Barab=aacute=si:Albert=L=aacute=szl=oacute=1994.0,12,-0.9409720750442624,0.9236429298989315,-0.7682708860863344
Baral:Chitta1991.0,21,0.6416762404348996,0.9548912283837575,0.713582331714178
Baranoski:Gladimir_V=_G=1988.0,15,-0.5583488196152051,0.9379670124838757,-0.42286145599774705
Barbic:Jernej2007.0,8,-0.8504675637881511,0.8896763887089733,-0.6557895926045353
Barbosa:Denilson2005.0,11,0.026861093676505767,0.9172756136865439,0.1254903444470339
Bardzell:Jeffrey2004.0,11,0.14770909474627306,0.9172756136865439,0.2363412687910968
Barford:Paul2000.0,16,0.21609762142435335,0.9416177225104666,0.30433266838615397
Barker:Ken1990.0,21,0.346765016971596,0.9548912283837575,0.43197419127714715
Barker:Ken1998.0,19,0.4305495564191773,0.95037855373854,0.510036383003053
Barlow:Jesse_L=1981.0,7,-0.5988971431369187,0.87587219111565,-0.4237060347516106
Barr:Alan_H=1983.0,17,-0.1353084288242036,0.9448626184858742,-0.026996558101421222
Barzilay:Regina2003.0,13,0.31893176638817816,0.9291001116184515,0.3971708580105516
Basili:Victor_R=1970.0,15,0.5612640912486492,0.9379670124838757,0.6272985211435982
Baskiyar:Sanjeev1993.0,12,-0.7514079207900896,0.9236429298989315,-0.5931812952471972
Bassiouni:Mostafa_A=1982.0,19,-0.09307252271343547,0.95037855373854,0.012397188731433126
Bastani:Farokh_B=1980.0,18,0.23087755740817378,0.9477658031901262,0.3196691718961576
Basu:Anup1990.0,21,0.6165538572556236,0.9548912283837575,0.6895931883801917
Basu:Samik2003.0,14,0.14809148772540878,0.933829282468052,0.23914348598287016
Basu:Saugata1996.0,17,-0.6559760809044372,0.9448626184858742,-0.5189559592068428
Batzoglou:Serafim2000.0,14,-0.6943085775088739,0.933829282468052,-0.5475143624859002
Baumgartner:Gerald1996.0,14,-0.5176407741540452,0.933829282468052,-0.38253679444385363
Bazzi:Rida_A=1994.0,19,-0.5609284507420383,0.95037855373854,-0.432243051506393
Beame:Paul1987.0,21,0.2010885858106122,0.9548912283837575,0.29286904497927346
Bebis:George1996.0,18,0.6501071297652624,0.9477658031901262,0.7170006242622268
Becchi:Michela2009.0,7,-0.10567620758003628,0.87587219111565,0.008292466778706709
Beck:Micah1992.0,13,-0.27031547695299374,0.9291001116184515,-0.15029882154859614
Bederson:Benjamin_B=1992.0,21,0.20368754266605704,0.9548912283837575,0.29535076608348554
Beek:Peter_van1990.0,20,-0.11572321057158377,0.9527423764702917,-0.00940308839211737
Bekris:Kostas_E=2008.0,8,0.08152723640831314,0.8896763887089733,0.17338417552979607
Belhumeur:Peter_N=1993.0,21,0.03253134753635797,0.9548912283837575,0.1319152166705971
Belkin:Mikhail2003.0,12,-0.291343024518614,0.9236429298989315,-0.16824560651136355
Bender:Michael_A=1998.0,19,0.3744077348024385,0.95037855373854,0.45668039977068964
Bengio:Yoshua1991.0,21,0.7534964287317903,0.9548912283837575,0.820358448675099
Benjamin:D=_Paul1985.0,8,-0.87965549619217,0.8896763887089733,-0.6817574068996245
Berger:Emery_D=2002.0,14,-0.47304195397211063,0.933829282468052,-0.340889110194436
Berger=Wolf:Tanya_Y=2002.0,12,-0.26633430848108586,0.9236429298989315,-0.14514648275745062
Berk:Toby_S=1972.0,2,0.011318146106053528,0.6684416863741822,0.10841683893038515
Berman:Francine1979.0,15,0.04907905936336658,0.9379670124838757,0.14688585694720108
Bermudez:Manuel_E=1984.0,7,-0.589633887339125,0.87587219111565,-0.41559260659913244
Bernstein:Daniel_J=1995.0,16,0.28816220771179135,0.9416177225104666,0.3721899599997903
Berry:Daniel_M=1974.0,15,0.24550022887549094,0.9379670124838757,0.33112243450307727
Bertacco:Valeria2003.0,13,0.5890804333733866,0.9291001116184515,0.6481660146600846
Berthiaume:Andr=eacute=nan,8,-1.0529009960323352,0.8896763887089733,-0.8358898375575037
Berzins:Valdis1979.0,15,0.112313055210785,0.9379670124838757,0.20619725911962195
Best:Michael_L=2000.0,9,-0.9946299046040947,0.9007175456410074,-0.7950292882355242
Bestavros:Azer1992.0,19,0.6009289008574937,0.95037855373854,0.6719612579572607
Bethel:Cindy_L=2009.0,6,-0.7167695520264301,0.8581194434038536,-0.5142225707731244
Bettati:Riccardo1994.0,19,-0.12665073675106642,0.95037855373854,-0.01951482576277372
Beveridge:J=_Ross1993.0,20,-0.1088844437491173,0.9527423764702917,-0.0028875054375544773
Beverly:Robert2008.0,7,-0.4903719265453015,0.87587219111565,-0.32865181550421046
Beyah:Raheem_A=2003.0,12,0.4532159451517252,0.9236429298989315,0.5194610217174782
Bez=aacute=kov=aacute=:Ivona2006.0,11,-0.8262224512035844,0.9172756136865439,-0.6570223877087431
Bhandarkar:Suchendra_M=1989.0,20,0.40140006769750053,0.9527423764702917,0.48328217267407797
Bhattacharjee:Abhishek2010.0,7,-0.8017690005975151,0.87587219111565,-0.601395853061325
Bhattacharya:Binay_K=1982.0,16,0.0787711093273335,0.9416177225104666,0.1750235908250521
Bhowmick:Sanjukta2004.0,9,-0.6568023590006445,0.9007175456410074,-0.490742090509659
Bhuyan:Laxmi_N=1982.0,21,0.711301554522917,0.9548912283837575,0.7800669334102898
Biagioni:Edoardo_S=1991.0,17,-0.8981931812051848,0.9448626184858742,-0.7478178428390628
Bickmore:Timothy_W=2003.0,14,0.2533276118760889,0.933829282468052,0.3374160602882186
Biedl:Therese_C=1997.0,17,0.47682501414976697,0.9448626184858742,0.5513854496897381
Bieman:James_M=1984.0,18,0.1624913039222539,0.9477658031901262,0.2548550194339112
Bigham:Jeffrey_P=2009.0,8,0.8946303796435717,0.8896763887089733,0.8967828436512559
Bilgic:Mustafa2010.0,7,-0.917616174342705,0.87587219111565,-0.70286317096408
Bindel:David2006.0,6,-1.0519815664391368,0.8581194434038536,-0.8018745180032407
Birdwell:J=_Douglas1978.0,2,-0.46078145086427236,0.6684416863741822,-0.2071542118050313
Bishop:Matthew1984.0,6,-0.8058728661979496,0.8581194434038536,-0.5906838571354274
Biswas:Gautam1983.0,20,0.2760691280283015,0.9527423764702917,0.3638740753683905
Black:John_R=2000.0,1,-1.4207889777104072,0.5019995591135796,-0.6123841221434326
Blake:M=_Brian2000.0,17,0.589475978657842,0.9448626184858742,0.6578251349897971
Blanchette:Mathieu2002.0,14,-0.38500685023630066,0.933829282468052,-0.2586793524408241
Blanton:Marina2007.0,10,0.01208674741938166,0.9097497645890994,0.11184723388005571
Blei:David_M=2004.0,11,0.6498136671700915,0.9172756136865439,0.6969095485959745
Blustein:James1999.0,13,-0.8551671576256449,0.9291001116184515,-0.6936845833417953
Bochmann:Gregor_von1971.0,20,0.6824057087843565,0.9527423764702917,0.751008154964727
Bod=iacute=k:Rastislav1999.0,18,-0.19740038800904597,0.9477658031901262,-0.08623801903081067
Bodenheimer:Bobby1995.0,15,-0.10455118247028009,0.9379670124838757,0.00278575798732017
Bond:Michael_D=2008.0,5,-0.6564409624910865,0.8344412457257825,-0.4469100962258685
Boneh:Dan1996.0,19,1.097959353972738,0.95037855373854,1.1443283411529377
Bonner:Anthony_J=1991.0,18,-0.3789155594811447,0.9477658031901262,-0.2582718913122578
Boppana:Rajendra_V=1991.0,19,-0.2961888971989877,0.95037855373854,-0.18064025749276175
Borcea:Cristian2004.0,13,-0.22019603701878976,0.9291001116184515,-0.10373284431147291
Borgida:Alexander1977.0,21,0.3361971977887405,0.9548912283837575,0.42188307343629283
Borie:Richard_B=1988.0,11,-0.7738122829632698,0.9172756136865439,-0.6089478184726935
Borradaile:Glencora2007.0,8,-0.2966154639327369,0.8896763887089733,-0.16304045652628874
Bose:Bella1980.0,18,0.21902194876251274,0.9477658031901262,0.30843283144579486
Boult:Terrance_E=1986.0,21,-0.04562627786657531,0.9548912283837575,0.05728318574203259
Bourgeois:Anu_G=2000.0,15,-0.35477797794663635,0.9379670124838757,-0.2319187218090515
Boutilier:Craig1992.0,21,0.7399780672040384,0.9548912283837575,0.8074498838301282
Bowles:John_B=1982.0,3,-1.0853358481355855,0.7514966766417657,-0.7147749646534393
Bowling:Michael_H=2003.0,14,0.31816423075758266,0.933829282468052,0.39796239357597846
Bowman:Doug_A=1999.0,18,0.5435844309575972,0.9477658031901262,0.6160420530688001
Boyapati:Chandrasekhar2003.0,4,-1.3100693261280876,0.8012766545372332,-0.9488766485911361
Boyer:Kristy_Elizabeth2010.0,6,0.7110609239600286,0.8581194434038536,0.711026522555435
Boyland:John_Tang1996.0,15,-0.5493029385018474,0.9379670124838757,-0.41437671791456665
Bozorgzadeh:Elaheh2003.0,14,-0.03069616876753367,0.933829282468052,0.07218633700592114
Bradley:Elizabeth1992.0,16,-0.6681437664250864,0.9416177225104666,-0.5282846933901297
Brandt:Scott_A=1999.0,17,-0.0741700605041681,0.9448626184858742,0.03077080067940134
Branicky:Michael_S=1995.0,17,-0.5240670818258611,0.9448626184858742,-0.3943200769356087
Brassard:Gilles1979.0,20,0.35038925344279787,0.9527423764702917,0.4346820082753679
Braverman:Mark2008.0,7,0.8660944728948653,0.87587219111565,0.8594393819482049
Braverman:Vladimir2011.0,6,-0.5255358098868399,0.8581194434038536,-0.3501211784082632
Breen:David_E=1993.0,11,-0.787814657512713,0.9172756136865439,-0.6217918551806029
Bregler:Christoph1998.0,15,-0.6135668328583196,0.9379670124838757,-0.4746541309146862
Brent:Michael_R=1991.0,13,-0.7555026029578344,0.9291001116184515,-0.6010862344755293
Brewster:Gregory_B=1994.0,8,-1.002693914847944,0.8896763887089733,-0.7912217828817562
Bridges:Patrick_G=2002.0,13,-0.2284014761738904,0.9291001116184515,-0.11135651874635531
Bridson:Robert2003.0,13,-0.5080508308139342,0.9291001116184515,-0.371178765356448
Bringsjord:Selmer1987.0,13,-0.25296248910544905,0.9291001116184515,-0.13417615860252868
Brisk:Philip2006.0,8,0.29572223339383974,0.8896763887089733,0.3639484069274088
Brock:Oliver2000.0,15,-0.22529040305890086,0.9379670124838757,-0.11046364803782012
Brockman:Jay_B=1992.0,16,-0.5437768903831209,0.9416177225104666,-0.4111786388157527
Brodley:Carla_E=1994.0,21,-0.1292183206213932,0.9548912283837575,-0.022538122647223047
Brooks:David_M=2001.0,15,0.37822525308327426,0.9379670124838757,0.45561412894110187
Brown:Angela_Demke2005.0,11,-0.7289971181189272,0.9172756136865439,-0.5678399606376355
Brown:C=_Titus2006.0,5,-1.5748683885480097,0.8344412457257825,-1.2132838217335313
Brown:Christopher_M=1972.0,13,0.2535521675401808,0.9291001116184515,0.3364266654233076
Brown:David_C=1984.0,16,-0.36020293141532506,0.9416177225104666,-0.23832214566026688
Brown:Geoffrey1987.0,11,-0.7415721934534111,0.9172756136865439,-0.5793747705822287
Brown:Laura_E=2009.0,5,-1.0659098981051893,0.8344412457257825,-0.7885878649457108
Brown:Marcus1988.0,7,-0.6547932699037792,0.87587219111565,-0.47266389777777895
Brown:Richard_B=1985.0,14,-0.1841137845567322,0.933829282468052,-0.0710795250644654
Brown_0001:Daniel_G=2000.0,15,-0.30782007884590534,0.9379670124838757,-0.18787376147701956
Bruckman:Amy1997.0,19,-0.09322695391681987,0.95037855373854,0.01225042062770855
Brudno:Michael2004.0,11,-0.5063151405382628,0.9172756136865439,-0.36357921299539836
Bryant:Barrett_R=1983.0,19,-0.1843793230962131,0.95037855373854,-0.07437883616284464
Bryant:Bobby_D=2006.0,6,-0.6892941525903925,0.8581194434038536,-0.4906453963017732
Bryant:Randal_E=1981.0,19,0.5413708650786976,0.95037855373854,0.6153585780503001
Bryce:Ren=eacute=e_C=2006.0,10,-0.7570931175616741,0.9097497645890994,-0.587913967213135
Budd:Timothy_A=1980.0,13,-0.3902736907730343,0.9291001116184515,-0.26175201139834586
Buhler:Jeremy2001.0,15,-0.3483249805008395,0.9379670124838757,-0.22586602307325138
Bui:Tien_D=1971.0,12,-0.04093474121521707,0.9236429298989315,0.06304223394994769
Bulitko:Vadim1999.0,15,-0.06316359934287948,0.9379670124838757,0.04160594568725618
Bultan:Tevfik1998.0,19,0.36302928980900223,0.95037855373854,0.44586656967403415
Bulusu:Nirupama2002.0,12,-0.5327581395824389,0.9236429298989315,-0.3912269707108024
Bunescu:Razvan_C=2007.0,10,-0.706678968992114,0.9097497645890994,-0.5420497074200179
Burleson:Winslow2006.0,11,0.15720446863332083,0.9172756136865439,0.24505114370052172
Burnett:Margaret_M=1991.0,21,0.6563962877924024,0.9548912283837575,0.7276383758172509
Burns:Randal_C=2000.0,14,0.20746535450669903,0.933829282468052,0.2945885413965961
Burton:Robert_P=1973.0,5,-0.2432602152124391,0.8344412457257825,-0.10213503875676429
Bush:Keith_A=2008.0,1,-1.6508742420721871,0.5019995591135796,-0.7278868234115775
Buss:Jonathan_F=nan,18,-0.6770386649614545,0.9477658031901262,-0.5408227758273383
Buss:Samuel_R=1985.0,19,-0.09657192016053105,0.95037855373854,0.009071436446706091
Bustamante:Fabi=aacute=n_E=2001.0,15,-0.07653559819406389,0.9379670124838757,0.029063451873872923
Butler:Kevin_R=_B=2010.0,7,-0.009600794243291919,0.87587219111565,0.09244224957030273
Butler:Zack_J=2000.0,10,-1.1634368440858545,0.9097497645890994,-0.9575850767607655
Butz:Cory_J=2000.0,17,-0.173324663491757,0.9448626184858742,-0.06291667713437916
Byers:John_W=1997.0,17,-0.31047573929771494,0.9448626184858742,-0.19250560174855125
Bylander:Tom1986.0,15,-0.23608351214693388,0.9379670124838757,-0.12058722832453501
Caesar:Matthew2007.0,9,0.18280584154434182,0.9007175456410074,0.2655077471852838
Cai:Jin=Yi1986.0,21,0.760897247696464,0.9548912283837575,0.827425425787322
Cai:Ying2002.0,14,0.08627588761823746,0.933829282468052,0.1814182684894583
Cai:Yuanfang2006.0,11,0.06895183980075492,0.9172756136865439,0.1640991594286791
Caldwell:James_L=1998.0,4,-0.7868252781859227,0.8012766545372332,-0.5296134083495186
Calinescu:Gruia1998.0,17,0.08299119397924197,0.9448626184858742,0.17926659511512102
Calvert:Kenneth_L=1991.0,20,-0.12623772020840965,0.9527423764702917,-0.01942070729092664
Calvin:James_M=1990.0,15,-0.4304613270754973,0.9379670124838757,-0.30290720668622334
Cameron:Kirk_W=2000.0,16,-0.09353671824826748,0.9416177225104666,0.012775486652588514
Camp:Joseph_David2009.0,7,-0.49634656430829416,0.87587219111565,-0.33388483457280516
Camp:L=_Jean1996.0,19,-0.12598886160061953,0.95037855373854,-0.018885793814536533
Camp:Tracy1993.0,20,-0.1543005718603662,0.9527423764702917,-0.04615737526434498
Candan:K=_Sel=ccedil=uk1997.0,20,0.8757498289172669,0.9527423764702917,0.9352152914567136
Cannady:James2000.0,11,-1.1623781092918237,0.9172756136865439,-0.9653697752758369
Cannon:Robert_L=1973.0,6,-0.2166365434255845,0.8581194434038536,-0.08504871180467198
Canny:John_F=1987.0,21,0.6575592081953191,0.9548912283837575,0.7287488383093045
Canosa:Roxanne_L=2003.0,11,-1.1014498889519482,0.9172756136865439,-0.9094818045727485
Cao:Guohong1999.0,18,1.0598543732976873,0.9477658031901262,1.1053450496336759
Cao:Yong2005.0,10,0.025439886681833966,0.9097497645890994,0.12399524918059715
Cappello:Peter_R=1982.0,19,-0.10397625495594755,0.95037855373854,0.0020345154524422093
Caragea:Doina2004.0,11,-0.012472836987555887,0.9172756136865439,0.08941028905845279
